Book,Page,Chapter Name,POV,Character,Gender,Alive?,Title,Forename,Surname,Old Surname,Alias,Regnal No
A Feast for Crows,335,The Queenmaker,Arianne Martell,"Ser Gerold Dayne, Darkstar",M,A,Ser,Gerold,Dayne,,Darkstar,
A Feast for Crows,338,The Queenmaker,Arianne Martell,Lord Ormond Yronwood,M,D,Lord,Ormond,Yronwood,,,
A Feast for Crows,338,The Queenmaker,Arianne Martell,Cletus Yronwood,M,D,,Cletus,Yronwood,,,
A Feast for Crows,343,The Queenmaker,Arianne Martell,Dake,M,D,,Dake,,,,
A Feast for Crows,343,The Queenmaker,Arianne Martell,Rolder,M,A,,Rolder,,,,
A Feast for Crows,345,The Queenmaker,Arianne Martell,Rosamund Lannister,F,A,,Rosamund,Lannister,,,
A Feast for Crows,350,Arya II,Arya Stark,The Kindly Man,M,A,,?,,,The Kindly Man,
A Feast for Crows,351,Arya II,Arya Stark,Umma,F,A,,Umma,,,,
A Feast for Crows,357,Arya II,Arya Stark,Luco Prestayn,M,A,,Luco,Prestayn,,,
A Feast for Crows,360,Arya II,Arya Stark,Uthero Zalyne,M,D,,Uthero,Zalyne,,,
A Feast for Crows,363,Arya II,Arya Stark,The Fat Fellow,M,A,,?,,,The Fat Fellow,
A Feast for Crows,363,Arya II,Arya Stark,The Stern Face,M,A,,?,,,The Stern Face,
A Feast for Crows,363,Arya II,Arya Stark,The Handsome Man,M,A,,?,,,The Handsome Man,
A Feast for Crows,364,Arya II,Arya Stark,The Squinter,M,A,,?,,,The Squinter,
A Feast for Crows,364,Arya II,Arya Stark,The Lordling,M,A,,?,,,The Lordling,
A Feast for Crows,364,Arya II,Arya Stark,The Starved Man,M,A,,?,,,The Starved Man,
A Feast for Crows,366,Arya II,Arya Stark,Brusco,M,A,,Brusco,,,,
A Feast for Crows,369,Alayne II,Sansa Stark,"Ser Gilwood Hunter, Young Lord Hunter",M,A,Ser,Gilwood,Hunter,,Young Lord Hunter,
A Feast for Crows,372,Alayne II,Sansa Stark,Mela,F,A,,Mela,,,,
A Feast for Crows,375,Alayne II,Sansa Stark,Lord Gerold Grafton,M,A,Lord,Gerold,Grafton,,,
A Feast for Crows,375,Alayne II,Sansa Stark,Lord Jon Lynderly,M,A,Lord,Jon,Lynderly,,,
A Feast for Crows,376,Alayne II,Sansa Stark,Lord Edmund Waxley,M,A,Lord,Edmund,Waxley,,,
A Feast for Crows,381,Alayne II,Sansa Stark,Maester Helliweg,M,A,Maester,Helliweg,,,,
A Feast for Crows,381,Alayne II,Sansa Stark,Septon Lucos,M,A,Septon,Lucos,,,,
A Feast for Crows,381,Alayne II,Sansa Stark,"Ser Harrold Hardyng, Harry the Heir",M,A,Ser,Harrold,Hardyng,,Harry the Heir,
A Feast for Crows,385,Alayne II,Sansa Stark,Harlan Hunter,M,A,,Harlan,Hunter,,,
A Feast for Crows,386,Cersei V,Cersei Lannister,"Pate, The Whipping Boy",M,A,,Pate,,,The Whipping Boy,
A Feast for Crows,388,Cersei V,Cersei Lannister,Noho Dimittis,M,A,,Noho,Dimittis,,,
A Feast for Crows,392,Cersei V,Cersei Lannister,Ser Portifer Woodwright,M,A,Ser,Portifer,Woodwright,,,
A Feast for Crows,405,Cersei V,Cersei Lannister,Jeyne Clifton (Farman),F,A,,Jeyne,Clifton,Farman,,
A Feast for Crows,412,Brienne V,Brienne of Tarth,Septon Meribald,M,A,Septon,Meribald,,,,
A Feast for Crows,421,Brienne V,Brienne of Tarth,"Willam, Brother of Meribald",M,D,,Willam,,,Brother of Meribald,
A Feast for Crows,421,Brienne V,Brienne of Tarth,"Robin, Brother of Meribald",M,D,,Robin,,,Brother of Meribald,
A Feast for Crows,422,Brienne V,Brienne of Tarth,"Owen, Brother of Meribald",M,D,,Owen,,,Brother of Meribald,
A Feast for Crows,422,Brienne V,Brienne of Tarth,Jon Pox,M,D,,Jon,Pox,,,
A Feast for Crows,423,Samwell III,Samwell Tarly,The Moonshadow,F,A,,?,,,The Moonshadow,
A Feast for Crows,431,Samwell III,Samwell Tarly,Terro,M,A,,Terro,,,,
A Feast for Crows,433,Samwell III,Samwell Tarly,Orbelo,M,A,,Orbelo,,,,
A Feast for Crows,434,Samwell III,Samwell Tarly,"Yna, One-Eye",F,A,,Yna,,,One-Eye,
A Feast for Crows,437,Samwell III,Samwell Tarly,Xhondo Dhoru,M,A,,Xhondo,Dhoru,,,
A Feast for Crows,443,Jaime III,Jaime Lannister,Maester Gulian,M,A,Maester,Gulian,,,,
A Feast for Crows,443,Jaime III,Jaime Lannister,"Lewys Piper, Little Lew",M,A,,Lewys,Piper,,Little Lew,
A Feast for Crows,449,Jaime III,Jaime Lannister,Ser Roger Hogg,M,A,Ser,Roger,Hogg,,,
A Feast for Crows,462,Cersei VI,Cersei Lannister,Ser Bayard Norcross,M,A,Ser,Bayard,Norcross,,,
A Feast for Crows,462,Cersei VI,Cersei Lannister,Ser Courtenay Greenhill,M,A,Ser,Courtenay,Greenhill,,,
A Feast for Crows,462,Cersei VI,Cersei Lannister,Ser Lucantine Woodwright,M,A,Ser,Lucantine,Woodwright,,,
A Feast for Crows,464,Cersei VI,Cersei Lannister,Russell Merryweather,M,A,,Russell,Merryweather,,,
A Feast for Crows,470,Cersei VI,Cersei Lannister,The High Sparrow,M,A,,?,,,The High Sparrow,
A Feast for Crows,481,The Reaver,Victarion Greyjoy,"Wulfe, One-Ear",M,A,,Wulfe,,,One-Ear,
A Feast for Crows,481,The Reaver,Victarion Greyjoy,Ragnor Pyke,M,A,,Ragnor,Pyke,,,
A Feast for Crows,481,The Reaver,Victarion Greyjoy,Ser Talbert Serry,M,D,Ser,Talbert,Serry,,,
A Feast for Crows,488,The Reaver,Victarion Greyjoy,Lord Humfrey Hewett,M,D,Lord,Humfrey,Hewett,,,
A Feast for Crows,493,The Reaver,Victarion Greyjoy,Falia Flowers,F,A,,Falia,Flowers,,,
A Feast for Crows,498,The Reaver,Victarion Greyjoy,Cragorn,M,D,,Cragorn,,,,
A Feast for Crows,505,Jaime IV,Jaime Lannister,Garrett Paege,M,A,,Garrett,Paege,,,
A Feast for Crows,511,Jaime IV,Jaime Lannister,Ser Quincy Cox,M,A,Ser,Quincy,Cox,,,
A Feast for Crows,514,Jaime IV,Jaime Lannister,Princess Daena Targaryen,F,D,Princess,Daena,Targaryen,,,
A Feast for Crows,521,Brienne VI,Brienne of Tarth,Brother Narbert,M,A,Brother,Narbert,,,,
A Feast for Crows,522,Brienne VI,Brienne of Tarth,Brother Gillam,M,A,Brother,Gillam,,,,
A Feast for Crows,522,Brienne VI,Brienne of Tarth,Brother Rawney,M,A,Brother,Rawney,,,,
A Feast for Crows,522,Brienne VI,Brienne of Tarth,Brother Clement,M,D,Brother,Clement,,,,
A Feast for Crows,525,Brienne VI,Brienne of Tarth,Septon Bennet,M,D,Septon,Bennet,,,,
A Feast for Crows,532,Brienne VI,Brienne of Tarth,Galladon Tarth,M,D,,Galladon,Tarth,,,
A Feast for Crows,532,Brienne VI,Brienne of Tarth,Alysanne Tarth,F,D,,Alysanne,Tarth,,,
A Feast for Crows,532,Brienne VI,Brienne of Tarth,Arianne Tarth,F,D,,Arianne,Tarth,,,
A Feast for Crows,535,Cersei VII,Cersei Lannister,Lord Dagon Greyjoy,M,D,Lord,Dagon,Greyjoy,,,
A Feast for Crows,535,Cersei VII,Cersei Lannister,Lord Moribald Chester,M,A,Lord,Moribald,Chester,,,
A Feast for Crows,535,Cersei VII,Cersei Lannister,Lord Osbert Serry,M,A,Lord,Osbert,Serry,,,
A Feast for Crows,535,Cersei VII,Cersei Lannister,Lord Guthor Grimm,M,A,Lord,Guthor,Grimm,,,
A Feast for Crows,554,Jaime V,Jaime Lannister,Ser Manfryd Yew,M,A,Ser,Manfryd,Yew,,,
A Feast for Crows,554,Jaime V,Jaime Lannister,Ser Raynard Ruttiger,M,A,Ser,Raynard,Ruttiger,,,
A Feast for Crows,565,Jaime V,Jaime Lannister,Lady Ellyn Tarbeck (Reyne),F,D,Lady,Ellyn,Tarbeck,Reyne,,
A Feast for Crows,569,Cat of the Canals III,Arya Stark,Talea,F,A,,Talea,,,,
A Feast for Crows,569,Cat of the Canals III,Arya Stark,Brea,F,A,,Brea,,,,
A Feast for Crows,572,Cat of the Canals III,Arya Stark,"Beqqo, Blind Beqqo",M,A,,Beqqo,,,Blind Beqqo,
A Feast for Crows,572,Cat of the Canals III,Arya Stark,Lotho Lornel,M,A,,Lotho,Lornel,,,
A Feast for Crows,572,Cat of the Canals III,Arya Stark,Captain Moredo Prestayn,M,A,Captain,Moredo,Prestayn,,,
A Feast for Crows,574,Cat of the Canals III,Arya Stark,"Roggo, Red Roggo",M,A,,Roggo,,,Red Roggo,
A Feast for Crows,574,Cat of the Canals III,Arya Stark,"Lanna, Of the Happy Port",F,A,,Lanna,,,Of the Happy Port,
A Feast for Crows,574,Cat of the Canals III,Arya Stark,Gyloro Dothare,M,A,,Gyloro,Dothare,,,
A Feast for Crows,574,Cat of the Canals III,Arya Stark,Gyleno Dothare,M,A,,Gyleno,Dothare,,,
A Feast for Crows,575,Cat of the Canals III,Arya Stark,Quill,M,A,,Quill,,,,
A Feast for Crows,575,Cat of the Canals III,Arya Stark,Tagganaro,M,A,,Tagganaro,,,,
A Feast for Crows,575,Cat of the Canals III,Arya Stark,"Cossomo, The Conjurer",M,A,,Cossomo,,,The Conjurer,
A Feast for Crows,576,Cat of the Canals III,Arya Stark,"Wat, Sailor",M,A,,Wat,,,Sailor,
A Feast for Crows,576,Cat of the Canals III,Arya Stark,S'vrone,F,A,,S'vrone,,,,
A Feast for Crows,576,Cat of the Canals III,Arya Stark,The Drunken Daughter,F,A,,?,,,The Drunken Daughter,
A Feast for Crows,576,Cat of the Canals III,Arya Stark,"Jeyne, Canker Jeyne",F,A,,Jeyne,,,Canker Jeyne,
A Feast for Crows,576,Cat of the Canals III,Arya Stark,"Meralyn, Merry",F,A,,Meralyn,,,Merry,
A Feast for Crows,577,Cat of the Canals III,Arya Stark,"Bethany, Blushing Bethany",F,A,,Bethany,,,Blushing Bethany,
A Feast for Crows,577,Cat of the Canals III,Arya Stark,Assadora,F,A,,Assadora,,,,
A Feast for Crows,577,Cat of the Canals III,Arya Stark,The Poetess,F,A,,?,,,The Poetess,
A Feast for Crows,577,Cat of the Canals III,Arya Stark,The Merling Queen,F,A,,?,,,The Merling Queen,
A Feast for Crows,577,Cat of the Canals III,Arya Stark,The Veiled Lady,F,A,,?,,,The Veiled Lady,
A Feast for Crows,578,Cat of the Canals III,Arya Stark,"Bellegere Otherys, The Black Pearl",F,A,,Bellegere,Otherys,,The Black Pearl,
A Feast for Crows,578,Cat of the Canals III,Arya Stark,Bellonara Otherys,F,A,,Bellonara,Otherys,,,
A Feast for Crows,578,Cat of the Canals III,Arya Stark,"Bellegere Otherys, The Black Pearl, Aegon IV's mistress",F,D,,Bellegere,Otherys,,"The Black Pearl, Aegon IV's mistress",
A Feast for Crows,579,Cat of the Canals III,Arya Stark,"Narbo, Little Narbo",M,A,,Narbo,,,Little Narbo,
A Feast for Crows,579,Cat of the Canals III,Arya Stark,"Joss, The Gloom",M,A,,Joss,,,The Gloom,
A Feast for Crows,579,Cat of the Canals III,Arya Stark,Quence,M,A,,Quence,,,,
A Feast for Crows,579,Cat of the Canals III,Arya Stark,Allaquo,M,A,,Allaquo,,,,
A Feast for Crows,579,Cat of the Canals III,Arya Stark,Sloey,F,A,,Sloey,,,,
A Feast for Crows,579,Cat of the Canals III,Arya Stark,Myrmello,M,A,,Myrmello,,,,
A Feast for Crows,581,Cat of the Canals III,Arya Stark,The Sailor's Wife,F,A,,?,,,The Sailor's Wife,
A Feast for Crows,581,Cat of the Canals III,Arya Stark,Ezzelyno,M,A,,Ezzelyno,,,,
A Feast for Crows,581,Cat of the Canals III,Arya Stark,"Eustace, Of Braavos",M,A,,Eustace,,,Of Braavos,
A Feast for Crows,586,Samwell IV,Samwell Tarly,Kojja Mo,F,A,,Kojja Mo,,,,
A Feast for Crows,612,Cersei VIII,Cersei Lannister,Grand Maester Ellendor,M,D,Grand Maester,Ellendor,,,,
A Feast for Crows,612,Cersei VIII,Cersei Lannister,Grand Maester Merion,M,D,Grand Maester,Merion,,,,
A Feast for Crows,619,Brienne VII,Brienne of Tarth,"Jon Heddle, Long Jon Heddle",M,D,,Jon,Heddle,,Long Jon Heddle,
A Feast for Crows,622,Brienne VII,Brienne of Tarth,Willow Heddle,F,A,,Willow,Heddle,,,
A Feast for Crows,622,Brienne VII,Brienne of Tarth,Jeyne Heddle,F,A,,Jeyne,Heddle,,,
A Feast for Crows,624,Brienne VII,Brienne of Tarth,"Wat, Orphan",M,A,,Wat,,,Orphan,
A Feast for Crows,624,Brienne VII,Brienne of Tarth,"Will, Orphan",M,A,,Will,,,Orphan,
A Feast for Crows,624,Brienne VII,Brienne of Tarth,"Tansy, Orphan",F,A,,Tansy,,,Orphan,
A Feast for Crows,624,Brienne VII,Brienne of Tarth,"Pate, Orphan",M,A,,Pate,,,Orphan,
A Feast for Crows,624,Brienne VII,Brienne of Tarth,Jon Penny,M,A,,Jon,Penny,,,
A Feast for Crows,624,Brienne VII,Brienne of Tarth,"Ben, Ben Big Mouth, Orphan",M,A,,Ben,,,"Ben Big Mouth, Orphan",
A Feast for Crows,655,Cersei IX,Cersei Lannister,Hugh Clifton,M,A,,Hugh,Clifton,,,
A Feast for Crows,669,The Princess in the Tower,Arianne Martell,Bors,M,A,,Bors,,,,
A Feast for Crows,669,The Princess in the Tower,Arianne Martell,Timoth,M,A,,Timoth,,,,
A Feast for Crows,669,The Princess in the Tower,Arianne Martell,Morra,F,A,,Morra,,,,
A Feast for Crows,669,The Princess in the Tower,Arianne Martell,Mellei,F,A,,Mellei,,,,
A Feast for Crows,669,The Princess in the Tower,Arianne Martell,Cedra,F,A,,Cedra,,,,
A Feast for Crows,669,The Princess in the Tower,Arianne Martell,Belandra,F,A,,Belandra,,,,
A Feast for Crows,672,The Princess in the Tower,Arianne Martell,"Lord Franklyn Fowler, The Old Hawk",M,A,Lord,Franklyn,Fowler,,The Old Hawk,
A Feast for Crows,675,The Princess in the Tower,Arianne Martell,Ben Beesbury,M,D,,Ben,Beesbury,,,
A Feast for Crows,680,The Princess in the Tower,Arianne Martell,Lady Jordayne,F,A,Lady,?,Jordayne,,,
A Feast for Crows,684,The Princess in the Tower,Arianne Martell,Frynne,M,A,,Frynne,,,,
A Feast for Crows,684,The Princess in the Tower,Arianne Martell,Maester Kedry,M,D,Maester,Kedry,,,,
A Feast for Crows,687,Alayne III,Sansa Stark,"Ser Artys Arryn, The Winged Knight",M,D,Ser,Artys,Arryn,,The Winged Knight,
A Feast for Crows,690,Alayne III,Sansa Stark,Terrance Lynderly,M,A,,Terrance,Lynderly,,,
A Feast for Crows,690,Alayne III,Sansa Stark,Gyles Grafton,M,A,,Gyles,Grafton,,,
A Feast for Crows,699,Alayne III,Sansa Stark,Ossy,M,A,,Ossy,,,,
A Feast for Crows,699,Alayne III,Sansa Stark,Carrot,M,A,,Carrot,,,,
A Feast for Crows,707,Alayne III,Sansa Stark,"Ser Byron, The Beautiful",M,A,Ser,Byron,,,The Beautiful,
A Feast for Crows,707,Alayne III,Sansa Stark,"Ser Morgarth, The Merry",M,A,Ser,Morgarth,,,The Merry,
A Feast for Crows,709,Alayne III,Sansa Stark,Lord Jasper Arryn,M,D,Lord,Jasper,Arryn,,,
A Feast for Crows,709,Alayne III,Sansa Stark,Alys Waynwood (Arryn),F,D,,Alys,Waynwood,Arryn,,
A Feast for Crows,709,Alayne III,Sansa Stark,Ser Elys Waynwood,M,D,Ser,Elys,Waynwood,,,
A Feast for Crows,728,Cersei X,Cersei Lannister,Septa Moelle,F,A,Septa,Moelle,,,,
A Feast for Crows,729,Cersei X,Cersei Lannister,Septa Aglantine,F,A,Septa,Aglantine,,,,
A Feast for Crows,729,Cersei X,Cersei Lannister,Septa Melicent,F,A,Septa,Melicent,,,,
A Feast for Crows,734,Cersei X,Cersei Lannister,"Ser Theodan Wells, The True",M,A,Ser,Theodan,Wells,,The True,
A Feast for Crows,736,Cersei X,Cersei Lannister,Septa Unella,F,A,Septa,Unella,,,,
A Feast for Crows,741,Cersei X,Cersei Lannister,Septa Scolera,F,A,Septa,Scolera,,,,
A Feast for Crows,743,Cersei X,Cersei Lannister,Humfrey Waters,M,A,,Humfrey,Waters,,,
A Feast for Crows,755,Jaime VII,Jaime Lannister,Jate,M,A,,Jate,,,,
A Feast for Crows,764,Samwell V,Samwell Tarly,Ser Gunthor Hightower,M,A,Ser,Gunthor,Hightower,,,
A Feast for Crows,764,Samwell V,Samwell Tarly,"Ser Garth Hightower, Greysteel",M,A,Ser,Garth,Hightower,,Greysteel,
A Feast for Crows,764,Samwell V,Samwell Tarly,Ser Humfrey Hightower,M,A,Ser,Humfrey,Hightower,,,
A Feast for Crows,769,Samwell V,Samwell Tarly,Lorcas,M,A,,Lorcas,,,,
A Feast for Crows,769,Samwell V,Samwell Tarly,"Archmaester Theobald, The Seneschal",M,A,Archmaester,Theobald,,,The Seneschal,
A Feast for Crows,769,Samwell V,Samwell Tarly,Archmaester Norren,M,A,Archmaester,Norren,,,,
A Feast for Crows,774,Samwell V,Samwell Tarly,"Gorghan, Of Old Ghis",M,D,,Gorghan,,,Of Old Ghis,
A Feast for Crows,782,Appendix,N/A,"Hoke, The Horseleg",M,A,,Hoke,,,The Horseleg,
A Feast for Crows,784,Appendix,N/A,Ser Willam Wythers,M,A,Ser,Willam,Wythers,,,
A Feast for Crows,787,Appendix,N/A,Ser Richard Horpe,M,A,Ser,Richard,Horpe,,,
A Feast for Crows,787,Appendix,N/A,Ser Justin Massey,M,A,Ser,Justin,Massey,,,
A Feast for Crows,787,Appendix,N/A,Ser Clayton Suggs,M,A,Ser,Clayton,Suggs,,,
A Feast for Crows,787,Appendix,N/A,"Ser Godry Farring, Giantslayer",M,A,Ser,Godry,Farring,,Giantslayer,
A Feast for Crows,787,Appendix,N/A,Lord Harwood Fell,M,D,Lord,Harwood,Fell,,,
A Feast for Crows,787,Appendix,N/A,Ser Corliss Penny,M,A,Ser,Corliss,Penny,,,
A Feast for Crows,790,Appendix,N/A,Quenton Greyjoy,M,D,,Quenton,Greyjoy,,,
A Feast for Crows,791,Appendix,N/A,Gyles Farwynd,M,A,,Gyles,Farwynd,,,
A Feast for Crows,791,Appendix,N/A,Ygon Farwynd,M,A,,Ygon,Farwynd,,,
A Feast for Crows,791,Appendix,N/A,Yohn Farwynd,M,A,,Yohn,Farwynd,,,
A Feast for Crows,791,Appendix,N/A,Urek Ironmaker,M,A,,Urek,Ironmaker,,,
A Feast for Crows,791,Appendix,N/A,Dagon Ironmaker,M,A,,Dagon,Ironmaker,,,
A Feast for Crows,792,Appendix,N/A,Symond Botley,M,A,,Symond,Botley,,,
A Feast for Crows,792,Appendix,N/A,Harlon Botley,M,A,,Harlon,Botley,,,
A Feast for Crows,792,Appendix,N/A,Vickon Botley,M,A,,Vickon,Botley,,,
A Feast for Crows,792,Appendix,N/A,Bennarion Botley,M,A,,Bennarion,Botley,,,
A Feast for Crows,792,Appendix,N/A,Balon Botley,M,A,,Balon,Botley,,,
A Feast for Crows,792,Appendix,N/A,Quellon Botley,M,A,,Quellon,Botley,,,
A Feast for Crows,792,Appendix,N/A,Sargon Botley,M,A,,Sargon,Botley,,,
A Feast for Crows,792,Appendix,N/A,Lucimore Botley,M,A,,Lucimore,Botley,,,
A Feast for Crows,794,Appendix,N/A,"Beron Blacktyde, Blind Beron Blacktyde",M,A,,Beron,Blacktyde,,Blind Beron Blacktyde,
A Feast for Crows,798,Appendix,N/A,Ser Lucas Corbray,M,A,Ser,Lucas,Corbray,,,
A Feast for Crows,798,Appendix,N/A,Lord Triston Sunderland,M,A,Lord,Triston,Sunderland,,,
A Feast for Crows,798,Appendix,N/A,Lord Godric Borrell,M,A,Lord,Godric,Borrell,,,
A Feast for Crows,798,Appendix,N/A,Lord Rolland Longthorpe,M,A,Lord,Rolland,Longthorpe,,,
A Feast for Crows,798,Appendix,N/A,Lord Alesandor Torrent,M,A,Lord,Alesandor,Torrent,,,
A Feast for Crows,798,Appendix,N/A,Lord Royce Coldwater,M,A,Lord,Royce,Coldwater,,,
A Feast for Crows,798,Appendix,N/A,Ser Damon Shett,M,A,Ser,Damon,Shett,,,
A Feast for Crows,798,Appendix,N/A,Lord Uthor Tollett,M,A,Lord,Uthor,Tollett,,,
A Feast for Crows,798,Appendix,N/A,Wallace Waynwood,M,A,,Wallace,Waynwood,,,
A Feast for Crows,798,Appendix,N/A,Ser Eustace Hunter,M,A,Ser,Eustace,Hunter,,,
A Feast for Crows,799,Appendix,N/A,Ser Jasper Redfort,M,A,Ser,Jasper,Redfort,,,
A Feast for Crows,799,Appendix,N/A,Ser Creighton Redfort,M,A,Ser,Creighton,Redfort,,,
A Feast for Crows,799,Appendix,N/A,Ser Jon Redfort,M,A,Ser,Jon,Redfort,,,
A Feast for Crows,799,Appendix,N/A,Ysilla Redfort (Royce),F,A,,Ysilla,Redfort,Royce,,
A Feast for Crows,804,Appendix,N/A,Hostella Frey,F,A,,Hostella,Frey,,,
A Feast for Crows,805,Appendix,N/A,Leana Frey,F,A,,Leana,Frey,,,
A Feast for Crows,808,Appendix,N/A,Rhonda Hightower (Rowan),F,A,,Rhonda,Hightower,Rowan,,
A Feast for Crows,808,Appendix,N/A,"Malora Hightower, The Mad Maid",F,A,,Malora,Hightower,,The Mad Maid,
A Feast for Crows,808,Appendix,N/A,Denyse Redwyne (Hightower),F,A,,Denyse,Redwyne,Hightower,,
A Feast for Crows,808,Appendix,N/A,Ser Desmond Redwyne,M,A,Ser,Desmond,Redwyne,,,
A Feast for Crows,808,Appendix,N/A,Denys Redwyne,M,A,,Denys,Redwyne,,,
A Feast for Crows,808,Appendix,N/A,Leyla Cupps (Hightower),F,A,,Leyla,Cupps,Hightower,,
A Feast for Crows,808,Appendix,N/A,Ser Jon Cupps,M,A,Ser,Jon,Cupps,,,
A Feast for Crows,809,Appendix,N/A,Lady Alysanne Ambrose (Hightower),F,A,Lady,Alysanne,Ambrose,Hightower,,
A Feast for Crows,809,Appendix,N/A,Jeyne Fossoway,F,A,,Jeyne,Fossoway,,,
A Feast for Crows,809,Appendix,N/A,Lord Tommen Costayne,M,A,Lord,Tommen,Costayne,,,
A Feast for Crows,809,Appendix,N/A,Lord Martyn Mullendore,M,A,Lord,Martyn,Mullendore,,,
A Feast for Crows,809,Appendix,N/A,Lord Warryn Beesbury,M,A,Lord,Warryn,Beesbury,,,
A Feast for Crows,809,Appendix,N/A,Lord Branston Cuy,M,A,Lord,Branston,Cuy,,,
A Feast for Crows,809,Appendix,N/A,Archmaester Gallard,M,A,Archmaester,Gallard,,,,
A Feast for Crows,809,Appendix,N/A,Archmaester Castos,M,A,Archmaester,Castos,,,,
A Feast for Crows,809,Appendix,N/A,Archmaester Zarabelo,M,A,Archmaester,Zarabelo,,,,
A Feast for Crows,809,Appendix,N/A,Archmaester Garizon,M,A,Archmaester,Garizon,,,,
A Feast for Crows,809,Appendix,N/A,Archmaester Nymos,M,A,Archmaester,Nymos,,,,
A Feast for Crows,809,Appendix,N/A,Archmaester Cetheres,M,A,Archmaester,Cetheres,,,,
A Feast for Crows,809,Appendix,N/A,Archmaester Willifer,M,A,Archmaester,Willifer,,,,
A Feast for Crows,809,Appendix,N/A,Archmaester Mollos,M,A,Archmaester,Mollos,,,,
A Feast for Crows,809,Appendix,N/A,Archmaester Harodon,M,A,Archmaester,Harodon,,,,
A Feast for Crows,809,Appendix,N/A,Archmaester Guyne,M,A,Archmaester,Guyne,,,,
A Feast for Crows,809,Appendix,N/A,Archmaester Agrivane,M,A,Archmaester,Agrivane,,,,
A Feast for Crows,809,Appendix,N/A,Archmaester Ocley,M,A,Archmaester,Ocley,,,,
A Feast for Crows,812,Appendix,N/A,Ser Gareth Clifton,M,A,Ser,Gareth,Clifton,,,
A Feast for Crows,824,Appendix,N/A,Liane Vance,F,A,,Liane,Vance,,,
A Feast for Crows,824,Appendix,N/A,Rhialta Vance,F,A,,Rhialta,Vance,,,
A Feast for Crows,824,Appendix,N/A,Emphyria Vance,F,A,,Emphyria,Vance,,,
A Feast for Crows,833,Appendix,N/A,Ser Bennard Brune,M,A,Ser,Bennard,Brune,,,
A Feast for Crows,836,Appendix,N/A,"Meg, Swampy Meg",F,A,,Meg,,,Swampy Meg,
A Feast for Crows,836,Appendix,N/A,"Jon, O' Nutten",M,A,,Jon,,,O' Nutten,
A Feast for Crows,838,Appendix,N/A,"Geoff, The Squirrel",M,A,,Geoff,,,The Squirrel,
A Dance with Dragons,4,Prologue,Varamyr Sixskins,Haggon,M,D,,Haggon,,,,
A Dance with Dragons,4,Prologue,Varamyr Sixskins,Thistle,F,D,,Thistle,,,,
A Dance with Dragons,6,Prologue,Varamyr Sixskins,Mother Mole,F,U,,?,,,Mother Mole,
A Dance with Dragons,7,Prologue,Varamyr Sixskins,Bump,M,D,,Bump,,,,
A Dance with Dragons,10,Prologue,Varamyr Sixskins,Borroq,M,A,,Borroq,,,,
A Dance with Dragons,10,Prologue,Varamyr Sixskins,Briar,M,U,,Briar,,,,
A Dance with Dragons,10,Prologue,Varamyr Sixskins,Grisella,F,U,,Grisella,,,,
A Dance with Dragons,13,Prologue,Varamyr Sixskins,Meha,F,D,,Meha,,,,
A Dance with Dragons,22,Tyrion I,Tyrion Lannister,Lord Runceford Redwyne,M,D,Lord,Runceford,Redwyne,,,
A Dance with Dragons,27,Tyrion I,Tyrion Lannister,Magister Ordello,M,D,Magister,Ordello,,,,
A Dance with Dragons,32,Daenerys I,Daenerys Targaryen,Stalwart Shield,M,D,,Stalwart,Shield,,,
A Dance with Dragons,34,Daenerys I,Daenerys Targaryen,Reznak mo Reznak,M,A,,Reznak,mo Reznak,,,
A Dance with Dragons,34,Daenerys I,Daenerys Targaryen,"Skahaz mo Kandaq, Shavepate",M,A,,Skahaz,mo Kandaq,,Shavepate,
A Dance with Dragons,35,Daenerys I,Daenerys Targaryen,"Galazza Galare, The Green Grace",F,A,,Galazza,Galare,,The Green Grace,
A Dance with Dragons,39,Daenerys I,Daenerys Targaryen,Hizdahr zo Loraq,M,A,,Hizdahr,zo Loraq,,,
A Dance with Dragons,41,Daenerys I,Daenerys Targaryen,Grazdan zo Galare,M,A,,Grazdan,zo Galare,,,
A Dance with Dragons,51,Jon I,Jon Snow,Lyanna Mormont,F,A,,Lyanna,Mormont,,,
A Dance with Dragons,52,Jon I,Jon Snow,Arnolf Karstark,M,A,,Arnolf,Karstark,,,
A Dance with Dragons,74,Tyrion II,Tyrion Lannister,Pytho Malanon,M,A,,Pytho,Malanon,,,
A Dance with Dragons,77,Tyrion II,Tyrion Lannister,"Ser Aegor Rivers, Bittersteel",M,D,Ser,Aegor,Rivers,,Bittersteel,
A Dance with Dragons,79,Tyrion II,Tyrion Lannister,"King Hugor, Of the Hill",M,D,King,Hugor,,,Of the Hill,
A Dance with Dragons,79,Tyrion II,Tyrion Lannister,"Serra, Wife of Illyrio",F,D,,Serra,,,Wife of Illyrio,
A Dance with Dragons,83,The Merchant's Man,Quentyn Martell,Ser Gerris Drinkwater,M,A,Ser,Gerris,Drinkwater,,,
A Dance with Dragons,87,The Merchant's Man,Quentyn Martell,Willam Wells,M,D,,Willam,Wells,,,
A Dance with Dragons,90,The Merchant's Man,Quentyn Martell,Ynys Yronwood,F,A,,Ynys,Yronwood,,,
A Dance with Dragons,90,The Merchant's Man,Quentyn Martell,Gwyneth Yronwood,F,A,,Gwyneth,Yronwood,,,
