Book	Page	Chapter Name	POV	Full name	Gender	Status	Birth	Death	Culture	Title	Forename	Surname	Old Surname	Alias	Regnal No
A Dance with Dragons	132	Tyrion III	Tyrion Lannister	Septa Lemore	F	A	259 AC or before		?	Septa	Lemore			Lady Lemore	
A Dance with Dragons	133	Tyrion III	Tyrion Lannister	Urho, The Unwashed	M	U	?		?		Urho			The Unwashed	
A Dance with Dragons	133	Tyrion III	Tyrion Lannister	Lady Korra, the Cruel	F	U	?		?	Lady, Captain of Hag's Teeth	Korra			Lady Korra, Korra the Cruel	
A Dance with Dragons	133	Tyrion III	Tyrion Lannister	Nicknamed, The Shrouded Lord	M	U	?		?		?			The Shrouded Lord, His Grey Grace, Prince of Sorrows, Garin	
A Dance with Dragons	134	Tyrion III	Tyrion Lannister	Ser Harry Strickland	M	A	?		?	Ser, Captain-General of the Golden Company, Paymaster	Harry	Strickland		Homeless Harry Strickland	
A Dance with Dragons	135	Tyrion III	Tyrion Lannister	Lomas Longstrider	M	H	?	?	?		Lomas	Longstrider			
A Dance with Dragons	137	Tyrion III	Tyrion Lannister	Ysilla	F	A	?		Orphans of the Greenblood		Ysilla				
A Dance with Dragons	137	Tyrion III	Tyrion Lannister	Yandry	M	A	?		Orphans of the Greenblood	Captain of Shy Maid	Yandry				
A Dance with Dragons	148	Davos I	Davos Seaworth	Gella	F	A	?		Sistermen		Gella				
A Dance with Dragons	152	Davos I	Davos Seaworth	Marq Grafton	M	H	?	282 AC	Valemen		Marq	Grafton			
A Dance with Dragons	160	Jon III	Jon Snow	Halleck, brother of Harma Dogshead	M	A	?		Free Folk		Halleck				
A Dance with Dragons	171	Daenerys II	Daenerys Targaryen	Black Fist	M	D	?	300 AC	?		Black Fist				
A Dance with Dragons	171	Daenerys II	Daenerys Targaryen	Cetherys	M	D	?	300 AC	?		Cetherys				
A Dance with Dragons	171	Daenerys II	Daenerys Targaryen	Duran	M	D	?	300 AC	?		Duran				
A Dance with Dragons	171	Daenerys II	Daenerys Targaryen	Eladon Goldenhair	M	D	?	300 AC	?		Eladon	Goldenhair			
A Dance with Dragons	171	Daenerys II	Daenerys Targaryen	Loyal Spear	M	D	?	300 AC	?		Loyal Spear				
A Dance with Dragons	172	Daenerys II	Daenerys Targaryen	Rylona Rhee	F	D	?	300 AC	?		Rylona	Rhee		The Harpist	
A Dance with Dragons	178	Daenerys II	Daenerys Targaryen	Khrazz	M	D	Roughly 277 AC	300 AC	Ghiscari		Khrazz				
A Dance with Dragons	178	Daenerys II	Daenerys Targaryen	Barsena, Barsena Blackhair	F	D	?	300 AC	Ghiscari		Barsena			Barsena Blackhair	
A Dance with Dragons	178	Daenerys II	Daenerys Targaryen	Camarron, Of the Count	M	D	?	300 AC	Ghiscari		Camarron			Of the Count	
A Dance with Dragons	178	Daenerys II	Daenerys Targaryen	Goghor, The Giant	M	A	?		Ghiscari		Goghor			The Giant	
A Dance with Dragons	178	Daenerys II	Daenerys Targaryen	Nicknamed, The Spotted Cat	M	A	?		Ghiscari		?			The Spotted Cat	
A Dance with Dragons	178	Daenerys II	Daenerys Targaryen	Ithoke, Fearless Ithoke	M	A	?		Ghiscari		Ithoke			Fearless Ithoke	
A Dance with Dragons	178	Daenerys II	Daenerys Targaryen	Belaquo, Belaquo Bonebreaker	M	A	?		Ghiscari		Belaquo			Belaquo Bonebreaker	
A Dance with Dragons	191	Reek I	Theon Greyjoy	Ben, Ben Bones	M	A	?		Northmen	Kennelmaster	Ben			Ben Bones	
A Dance with Dragons	191	Reek I	Theon Greyjoy	Damon, Damon Dance-For-Me	M	A	?		Northmen		Damon			Damon Dance-For-Me	
A Dance with Dragons	191	Reek I	Theon Greyjoy	Grunt	M	A	?		Northmen		Grunt				
A Dance with Dragons	192	Reek I	Theon Greyjoy	Alyn, Sour Alyn	M	A	?		Northmen		Alyn			Sour Alyn	
A Dance with Dragons	192	Reek I	Theon Greyjoy	Skinner	M	A	?		Northmen		Skinner				
A Dance with Dragons	192	Reek I	Theon Greyjoy	Dick, Yellow Dick	M	D	?	300 AC	Northmen		Dick			Yellow Dick	
A Dance with Dragons	215	Tyrion IV	Tyrion Lannister	Galendro	M	H	?	?	?		Galendro				
A Dance with Dragons	218	Tyrion IV	Tyrion Lannister	Triarch Malaquo Maegyr	M	A	?		Volantene	Triarch of Volantis	Malaquo	Maegyr			
A Dance with Dragons	218	Tyrion IV	Tyrion Lannister	Triarch Nyessos Vhassar	M	A	?		Volantene	Triarch of Volantis	Nyessos	Vhassar			
A Dance with Dragons	218	Tyrion IV	Tyrion Lannister	Triarch Doniphos Paenymion	M	A	?		Volantene	Triarch of Volantis	Doniphos	Paenymion			
A Dance with Dragons	226	Davos II	Davos Seaworth	Casso Mogat	M	A	?		Sistermen	Captain of Merry Midwife	Casso	Mogat			
A Dance with Dragons	232	Davos II	Davos Seaworth	Princess Daenerys Targaryen/Martell, daughter of Aegon IV	F	H	172 AC	?	Crownlander	Princess	Daenerys	Martell	Targaryen	Daughter of Aegon IV	
A Dance with Dragons	247	Daenerys III	Daenerys Targaryen	Mezzara Merreq	F	A	?		Ghiscari	Cupbearer	Mezzara	Merreq			
A Dance with Dragons	248	Daenerys III	Daenerys Targaryen	Jaqqa Rhan Rommo	M	A	?		Dothraki	Jaqqa Rhan	Rommo				
A Dance with Dragons	248	Daenerys III	Daenerys Targaryen	Mollono Yos Dob	M	D	?	300 AC	?	Commander of Stalwart Shields (company)	Mollono	Yos Dob			
A Dance with Dragons	248	Daenerys III	Daenerys Targaryen	Symon Stripeback	M	A	?		?	Commander of the Free Brothers (company)	Symon	Stripeback			
A Dance with Dragons	253	Jon IV	Jon Snow	Wick Wittlestick	M	A	?		?		Wick	Wittlestick			
A Dance with Dragons	259	Jon IV	Jon Snow	Lord Hoarfrost Umber	M	H	?	?	Northmen	Lord	Hoarfrost	Umber			
A Dance with Dragons	262	Jon IV	Jon Snow	King Harlon Stark	M	H	?	?	Northmen	King	Harlon	Stark			
A Dance with Dragons	265	Jon IV	Jon Snow	Cregan Karstark	M	A	Roughly 249 AC		Northmen		Cregan	Karstark			
A Dance with Dragons	265	Jon IV	Jon Snow	Arthor Karstark	M	A	?		Northmen		Arthor	Karstark			
A Dance with Dragons	267	Jon IV	Jon Snow	Lord Torghen Flint, Old Flint, The Flint	M	A	?		Northern mountain clans	Lord, The Flint	Torghen	Flint		The Flint, Old Flint, Lord Flint	
A Dance with Dragons	282	Davos III	Davos Seaworth	Ser Marlon Manderly	M	A	?		Northmen	Ser, Commander of the garrison at White Harbor	Marlon	Manderly			
A Dance with Dragons	284	Davos III	Davos Seaworth	Maester Theomore (Lannister)	M	A	?		Westermen	Maester at White Harbor	Theomore		Lannister		
A Dance with Dragons	284	Davos III	Davos Seaworth	Leona Woolfield/Manderly	F	A	?		Northmen		Leona	Manderly	Woolfield		
A Dance with Dragons	299	Reek II	Theon Greyjoy	Dagon Codd	M	D	?	300 AC	Ironborn		Dagon	Codd			
A Dance with Dragons	304	Reek II	Theon Greyjoy	Adrack Humble	M	D	?	300 AC	Ironborn		Adrack	Humble			
A Dance with Dragons	306	Reek II	Theon Greyjoy	Alison, one of the girls who gave Ramsay Bolton a good hunt and has a dog named after her	F	H	?	?	Northmen		Alison				
A Dance with Dragons	311	Jon V	Jon Snow	Ty	M	A	?		?		Ty				
A Dance with Dragons	316	Jon V	Jon Snow	Rory	M	A	?		?		Rory				
A Dance with Dragons	317	Jon V	Jon Snow	Butts, a chunky red-faced wildling	M	A	?		Free Folk		Butts				
A Dance with Dragons	325	Tyrion VI	Tyrion Lannister	Nicknamed, The Pisswater prince, a tanner son, the baby exchange with Aegon the son of Rhaegar Targaryen	M	H	282 AC	283 AC	Crownlander		?			"The Pisswater Prince, ""Aegon Targaryen"""	
A Dance with Dragons	330	Tyrion VI	Tyrion Lannister	Qavo Nogarys	M	A	?		Volantene		Qavo	Nogarys			
A Dance with Dragons	331	Tyrion VI	Tyrion Lannister	Triarch Horonno	M	H	Century of Blood		Volantene	Triarch of Volantis	Horonno				
A Dance with Dragons	332	Tyrion VI	Tyrion Lannister	Benerro	M	A	?		Volantene	High Priest, Red Priest	Benerro				
A Dance with Dragons	337	Tyrion VI	Tyrion Lannister	Nicknamed The Sunset girl, a redheaded slave-whore in the modest brothel	F	A	?		?		?			The Sunset Girl	
A Dance with Dragons	341	Daenerys IV	Daenerys Targaryen	Qezza Galare	F	A	?		Ghiscari	Cupbearer	Qezza	Galare			
A Dance with Dragons	341	Daenerys IV	Daenerys Targaryen	Grazhar zo Galare	M	A	?		Ghiscari	Cupbearer	Grazhar	Galare		Grazdar	
A Dance with Dragons	343	Daenerys IV	Daenerys Targaryen	King Cleon II	M	D	?	300 AC	Ghiscari	King	Cleon			Cleon the 2nd	II
A Dance with Dragons	343	Daenerys IV	Daenerys Targaryen	Nicknamed, King Cutthroat	M	D	?	300 AC	Ghiscari	King	?			King Cutthroat	
A Dance with Dragons	343	Daenerys IV	Daenerys Targaryen	Nicknamed, Queen Whore	F	D	?	300 AC	Ghiscari	Queen	?			Queen Whore	
A Dance with Dragons	344	Daenerys IV	Daenerys Targaryen	Mazdhan zo Loraq, The Magnificent	M	H	?	?	Ghiscari	Great Master	Mazdhan	zo Loraq		The Magnificent	
A Dance with Dragons	344	Daenerys IV	Daenerys Targaryen	Hazrak zo Loraq, The Handsome	M	H	?	?	Ghiscari	Great Master	Hazrak	zo Loraq		The Handsome	
A Dance with Dragons	344	Daenerys IV	Daenerys Targaryen	Zharaq zo Loraq, The Liberator	M	H	?	?	Ghiscari	Great Master	Zharaq	zo Loraq		The Liberator	
A Dance with Dragons	357	The Lost Lord	Jon Connington	Myles Toyne, Blackheart	M	H	?	296 AC	Stormlander	Captain-General of the Golden Company	Myles	Toyne		Blackheart	
A Dance with Dragons	361	The Lost Lord	Jon Connington	Ser Franklyn Flowers	M	A	?		Reachmen	Ser	Franklyn	Flowers		The Bastard of Cider Hall, The Brown Apple	
A Dance with Dragons	363	The Lost Lord	Jon Connington	Duncan Strong	M	A	?		?	Serjeant	Duncan	Strong			
A Dance with Dragons	363	The Lost Lord	Jon Connington	Denys Strong	M	A	?		?	Serjeant	Denys	Strong			
A Dance with Dragons	363	The Lost Lord	Jon Connington	Ser Laswell Peake	M	A	?		Reachmen	Ser, Serjeant	Laswell	Peake			
A Dance with Dragons	363	The Lost Lord	Jon Connington	Torman Peake	M	A	?		Reachmen		Torman	Peake			
A Dance with Dragons	363	The Lost Lord	Jon Connington	Pykewood Peake	M	A	?		Reachmen		Pykewood	Peake			
A Dance with Dragons	363	The Lost Lord	Jon Connington	Ser Marq Mandrake	M	A	?		?	Ser	Marq	Mandrake			
A Dance with Dragons	363	The Lost Lord	Jon Connington	Jon Lothston	M	A	?		?	Serjeant	Jon	Lothston			
A Dance with Dragons	363	The Lost Lord	Jon Connington	Will Cole	M	A	?		?	Serjeant	Will	Cole			
A Dance with Dragons	363	The Lost Lord	Jon Connington	Dick Cole	M	A	?		?	Serjeant	Dick	Cole			
A Dance with Dragons	364	The Lost Lord	Jon Connington	Balaq, Black Balaq	M	A	?		Summer Islander	Commander of the archers of the Golden Company	Balaq			Black Balaq	
A Dance with Dragons	364	The Lost Lord	Jon Connington	Gorys Edoryen	M	A	?		Volantene	Paymaster	Gorys	Edoryen			
A Dance with Dragons	364	The Lost Lord	Jon Connington	Lysono Maar	M	A	?		Lysene	Spymaster	Lysono	Maar			
A Dance with Dragons	364	The Lost Lord	Jon Connington	Watkyn	M	A	?		?	Cupbearer, Squire	Watkyn				
A Dance with Dragons	366	The Lost Lord	Jon Connington	Bloodbeard	M	A	?		?	Commander of the Company of the Cat (mercenary company)	Bloodbeard				
A Dance with Dragons	366	The Lost Lord	Jon Connington	Ser Tristan Rivers	M	A	?		Rivermen	Ser	Tristan	Rivers			
A Dance with Dragons	372	The Windblown	Quentyn Martell	Dick Straw	M	A	?		?		Dick	Straw			
A Dance with Dragons	372	The Windblown	Quentyn Martell	Bill Bone, Old Bill Bone	M	A	?		Summer Islander		Bill	Bone		Old Bill Bone	
A Dance with Dragons	372	The Windblown	Quentyn Martell	Myrio Myrakis	M	A	?		Pentoshi		Myrio	Myrakis			
A Dance with Dragons	372	The Windblown	Quentyn Martell	Caggo, Corpsekiller	M	A	?		Dothraki	Captain of the Windblown (mercenary company)	Caggo			Caggo Corpsekiller	
A Dance with Dragons	372	The Windblown	Quentyn Martell	Baqq, Beans	M	A	?		Myrish		Baqq			Beans	
A Dance with Dragons	373	The Windblown	Quentyn Martell	Gerrold Redback	M	A	?		?		Gerrold	Redback			
A Dance with Dragons	373	The Windblown	Quentyn Martell	Gerrold, Black Gerrold	M	A	?		?		Gerrold			Black Gerrold	
A Dance with Dragons	374	The Windblown	Quentyn Martell	Books	M	A	?		Volantene		Books				
A Dance with Dragons	376	The Windblown	Quentyn Martell	Yurkhaz zo Yunzak	M	D	?	300 AC	Ghiscari	Wise Master, Supreme Commander of the Armies and Allies of Yunkai	Yurkhaz	zo Yunzak			
A Dance with Dragons	376	The Windblown	Quentyn Martell	Yezzan zo Qaggaz, Yellow Whale	M	D	?	300 AC	Ghiscari	Wise Master	Yezzan	zo Qaggaz		The Yellow Whale, Lord Yellowbelly, The lord of suet	
A Dance with Dragons	376	The Windblown	Quentyn Martell	Malazza, Girl General	F	A	283 or 284 AC		Ghiscari	General, Wise Master	Malazza			Girl General	
A Dance with Dragons	377	The Windblown	Quentyn Martell	Paezhar zo Myraq, Little Pigeon	M	A	?		Ghiscari	Wise Master	Paezhar	zo Myraq		Little Pigeon	
A Dance with Dragons	377	The Windblown	Quentyn Martell	Chezdhar zo Rhaezn, Clanker Lord	M	A	?		Ghiscari	Wise Master	Chezdhar	zo Rhaezn		Clanker Lord	
A Dance with Dragons	377	The Windblown	Quentyn Martell	Maezon zo Rhaezn, Clanker Lord	M	A	?		Ghiscari	Wise Master	Maezon	zo Rhaezn		Clanker Lord	
A Dance with Dragons	377	The Windblown	Quentyn Martell	Grazdhan zo Rhaezn, Clanker Lord	M	A	?		Ghiscari	Wise Master	Grazdhan	zo Rhaezn		Clanker Lord	
A Dance with Dragons	378	The Windblown	Quentyn Martell	Ghazdor zo Ahlaq, Lord Wobblecheeks	M	A	?		Ghiscari	Wise Master	Ghazdor	zo Ahlaq		Lord Wobblecheeks	
A Dance with Dragons	378	The Windblown	Quentyn Martell	Morghaz zo Zherzyn, The Drunken Conqueror	M	A	?		Ghiscari	Wise Master	Morghaz	zo Zherzyn		The Drunken Conqueror	
A Dance with Dragons	378	The Windblown	Quentyn Martell	Nicknamed, The Beastmaster	M	A	?		Ghiscari	Wise Master	?			The Beastmaster	
A Dance with Dragons	378	The Windblown	Quentyn Martell	Gorzhak zo Eraz, Pudding Face	M	D	?	300 AC	Ghiscari	Wise Master	Gorzhak	zo Eraz		Pudding Face	
A Dance with Dragons	378	The Windblown	Quentyn Martell	Faezhar zo Faez, The Rabbit	M	A	?		Ghiscari	Wise Master	Faezhar	zo Faez		The Rabbit	
A Dance with Dragons	378	The Windblown	Quentyn Martell	Nicknamed, The Charioteer	M	A	?		Ghiscari	Wise Master	?			The Charioteer	
A Dance with Dragons	378	The Windblown	Quentyn Martell	Nicknamed, The Perfumed Hero	M	A	?		Ghiscari	Wise Master	?			The Perfumed Hero	
A Dance with Dragons	378	The Windblown	Quentyn Martell	Denzo D'han	M	A	?		?	Captain of the Windblown (mercenary company)	Denzo	D'han		The Warrior Bard	
A Dance with Dragons	382	The Windblown	Quentyn Martell	Meris, Pretty Meris	F	A	?		?		Meris			Pretty Meris	
A Dance with Dragons	382	The Windblown	Quentyn Martell	Hugh Hungerford	M	A	?		?	Serjeant, Paymaster	Hugh	Hungerford			
A Dance with Dragons	383	The Windblown	Quentyn Martell	Lewis Lanster	M	A	?		Westermen		Lewis	Lanster			
A Dance with Dragons	384	The Windblown	Quentyn Martell	Ser Orson Stone	M	A	?		Valemen	Ser	Orson	Stone		The Bastard Knight	
A Dance with Dragons	385	The Windblown	Quentyn Martell	Will, Will of the Woods	M	A	?		?		Will			Will of the Woods	
A Dance with Dragons	385	The Windblown	Quentyn Martell	Ser Lucifer Long	M	A	?		?	Ser	Lucifer	Long			
A Dance with Dragons	385	The Windblown	Quentyn Martell	Webber	M	A	?		?		Webber				
A Dance with Dragons	389	The Wayward Bride	Asha Greyjoy	Cromm	M	D	?	300 AC	Ironborn		Cromm				
A Dance with Dragons	389	The Wayward Bride	Asha Greyjoy	Quenton Greyjoy, Cousin of Asha	M	D	?	300 AC	Ironborn	Captain of Salty Wench	Quenton	Greyjoy		Cousin of Asha	
A Dance with Dragons	389	The Wayward Bride	Asha Greyjoy	Dagon Greyjoy, The Drunkard	M	D	?	300 AC	Ironborn		Dagon	Greyjoy		The Drunkard	
A Dance with Dragons	391	The Wayward Bride	Asha Greyjoy	Qarl Shepherd	M	A	?		Ironborn		Qarl	Shepherd			
A Dance with Dragons	391	The Wayward Bride	Asha Greyjoy	Qarl Kenning, Queer Qarl Kenning	M	A	?		Ironborn		Qarl	Kenning		Queer Qarl Kenning	
A Dance with Dragons	391	The Wayward Bride	Asha Greyjoy	Qarl Quickaxe	M	A	?		Ironborn		Qarl	Quickaxe			
A Dance with Dragons	396	The Wayward Bride	Asha Greyjoy	Hagen, The Horn	M	D	?	300 AC	Ironborn		Hagen			The Horn	
A Dance with Dragons	398	The Wayward Bride	Asha Greyjoy	King Torgon Greyiron, The Latecomer	M	H	Around 5000 BC		Ironborn	King	Torgon	Greyiron		The Latecomer	
A Dance with Dragons	398	The Wayward Bride	Asha Greyjoy	King Urragon III Greyiron, the Bald	M	H	Around 5000 BC		Ironborn	King	Urragon	Greyiron		The Bald	III
A Dance with Dragons	398	The Wayward Bride	Asha Greyjoy	King Urrathon IV Goodbrother, Badbrother	M	H	Around 5000 BC		Ironborn	King	Urrathon	Goodbrother		Badbrother	IV
A Dance with Dragons	399	The Wayward Bride	Asha Greyjoy	Lorren Longaxe	M	U	?		Ironborn		Lorren	Longaxe			
A Dance with Dragons	399	The Wayward Bride	Asha Greyjoy	Harl, Six-Toed Harl	M	U	?		Ironborn		Harl			Six-Toed Harl	
A Dance with Dragons	399	The Wayward Bride	Asha Greyjoy	Grimtongue	M	A	?		Ironborn		Grimtongue				
A Dance with Dragons	401	The Wayward Bride	Asha Greyjoy	Rolfe, The Dwarf	M	D	?	300 AC	Ironborn		Rolfe			The Dwarf	
A Dance with Dragons	404	The Wayward Bride	Asha Greyjoy	Roggon, Rustbeard	M	A	?		Ironborn		Roggon			Rustbeard	
A Dance with Dragons	404	The Wayward Bride	Asha Greyjoy	Dale, Droopeye Dale	M	U	?		Ironborn		Dale			Droopeye Dale	
A Dance with Dragons	407	The Wayward Bride	Asha Greyjoy	Morgan Liddle, Middle Liddle	M	A	?		Northern mountain clans		Morgan	Liddle		Middle Liddle	
A Dance with Dragons	421	Tyrion VII	Tyrion Lannister	Methyso	M	A	?		Volantene		Methyso				
A Dance with Dragons	421	Tyrion VII	Tyrion Lannister	Alios Qhaedar	M	A	?		Volantene		Alios	Qhaedar			
A Dance with Dragons	425	Tyrion VII	Tyrion Lannister	Nicknamed, The Widow of the Waterfront, Vogarro's Whore	F	A	?	?	Volantene		?			Widow of the Waterfront, Vogarro's Whore	
A Dance with Dragons	425	Tyrion VII	Tyrion Lannister	Triarch Vogarro	M	H	?	268 AC	Volantene	Triarch of Volantis	Vogarro				
A Dance with Dragons	428	Tyrion VII	Tyrion Lannister	Parquello Vaelaros	M	A	?		Volantene		Parquello	Vaelaros			
A Dance with Dragons	428	Tyrion VII	Tyrion Lannister	Belicho Staegone	M	A	?		Volantene		Belicho	Staegone			
A Dance with Dragons	428	Tyrion VII	Tyrion Lannister	Triarch Trianna	F	H	Century of Blood		Volantene	Triarch of Volantis	Trianna				
A Dance with Dragons	437	Jon VI	Jon Snow	Jace	M	A	?		Westermen		Jace				
A Dance with Dragons	445	Davos IV	Davos Seaworth	Garth, Of Wolf's Den	M	A	?		Northmen		Garth			Of Wolf's Den	
A Dance with Dragons	446	Davos IV	Davos Seaworth	Therry	M	A	285 or 286 AC		Northmen		Therry				
A Dance with Dragons	447	Davos IV	Davos Seaworth	Ser Bartimus	M	A	?		Northmen	Ser, Castellan	Bartimus				
A Dance with Dragons	448	Davos IV	Davos Seaworth	King Osgood Arryn, The Old Falcon	M	H	Andal Invasion		Valemen	King	Osgood	Arryn		The Old Falcon	
A Dance with Dragons	448	Davos IV	Davos Seaworth	King Oswin Arryn, The Talon	M	H	Andal Invasion		Valemen	King	Oswin	Arryn		The Talon	
A Dance with Dragons	448	Davos IV	Davos Seaworth	King Brandon Stark, Ice Eyes	M	H	Andal Invasion		Northmen	King, Lord	Brandon	Stark		Ice Eyes	
A Dance with Dragons	464	Daenerys V	Daenerys Targaryen	Miklaz	M	A	?		Ghiscari	Cupbearer	Miklaz	?			
A Dance with Dragons	464	Daenerys V	Daenerys Targaryen	Kezmya Pahl	F	A	?		Ghiscari	Cupbearer	Kezmya	Pahl			
A Dance with Dragons	464	Daenerys V	Daenerys Targaryen	Ezzara, 1st Blue Grace visiting Daenerys with Galazza Galare	F	A	?		Ghiscari	Priestess of Meereen, Blue Grace	Ezzara				
A Dance with Dragons	477	Melisandre I	Melisandre	Morgan, a drunkard and the 7th of the 12 men Stannis left to serve Melisandre (for the 4th, 5th and 6th men, go to ASOS Samwell IV)	M	A	?		Crownlander		Morgan				
A Dance with Dragons	477	Melisandre I	Melisandre	Merrel, a drunkard and the 8th of the 12 men Stannis left to serve Melisandre	M	A	?		Crownlander		Merrel				
A Dance with Dragons	485	Melisandre I	Melisandre	Alf, Of Runnymudd	M	A	?		?		Alf			Of Runnymudd	
A Dance with Dragons	489	Reek III	Theon Greyjoy	Helicent, one of the girls who gave Ramsay Bolton a good hunt and has a dog named after her	F	H	?	?	Northmen		Helicent				
A Dance with Dragons	489	Reek III	Theon Greyjoy	Jeyne, one of the girls who gave Ramsay Bolton a good hunt and has a dog named after her (Red Jeyne)	F	H	?	?	Northmen		Jeyne				
A Dance with Dragons	492	Reek III	Theon Greyjoy	Maude, one of the girls who gave Ramsay Bolton a good hunt and has a dog named after her	F	H	?	?	Northmen		Maude				
A Dance with Dragons	492	Reek III	Theon Greyjoy	Jeyne, one of the girls who gave Ramsay Bolton a good hunt and has a dog named after her (Grey Jeyne)	F	H	?	?	Northmen		Jeyne				
A Dance with Dragons	492	Reek III	Theon Greyjoy	Will Short	M	A	?		Northmen		Will	Short			
A Dance with Dragons	499	Reek III	Theon Greyjoy	Maester Uthor	M	U	?		?	Maester at the Dreadfort	Uthor				
A Dance with Dragons	499	Reek III	Theon Greyjoy	Luton	M	D	?	300 AC	Northmen		Luton				
A Dance with Dragons	503	Reek III	Theon Greyjoy	Nicknamed, The First King of the First Men	M	F	Dawn Age		First Men	King	?			The First King of the First Men	
A Dance with Dragons	505	Tyrion VIII	Tyrion Lannister	Moqorro	M	A	?		Volantene	Red Priest	Moqorro			Black Flame	
A Dance with Dragons	511	Tyrion VIII	Tyrion Lannister	Triarch Belicho	M	H	?	?	Volantene	Triarch of Volantis	Belicho				
A Dance with Dragons	516	Tyrion VIII	Tyrion Lannister	Hop-Bean, father of Oppo and Penny	M	H	?	?	?		Hop-Bean				
A Dance with Dragons	522	Bran III	Bran Stark	Lady Melissa Blackwood	F	H	156 - 160 AC	?	Rivermen	Lady	Melissa	Blackwood		Missy	
A Dance with Dragons	537	Jon VII	Jon Snow	Tom Barleycorn	M	A	?		?		Tom	Barleycorn			
A Dance with Dragons	537	Jon VII	Jon Snow	Duncan Liddle, Big Liddle	M	A	?		Northern mountain clans		Duncan	Liddle		Big Liddle	
A Dance with Dragons	537	Jon VII	Jon Snow	Luke, Of Longtown	M	A	?		?		Luke			Of Longtown	
A Dance with Dragons	537	Jon VII	Jon Snow	Pate, a ranger of the Night's Watch	M	A	?		?		Pate				
A Dance with Dragons	540	Jon VII	Jon Snow	Leathers, 15th wildling recruit to defend the Wall	M	A	259 AC or before		Free Folk	Master-at-arms	Leathers				
A Dance with Dragons	540	Jon VII	Jon Snow	Jax, 16th wildling recruit to defend the Wall	M	A	259 AC or before		Free Folk		Jax				
A Dance with Dragons	548	Jon VII	Jon Snow	Alysane Mormont	F	A	273 - 278 AC		Northmen		Alysane	Mormont		Aly, The Young She-Bear, The She-Bear	
